person_ID,trip_count,av_1,av_2,av_3,av_4,av_5,av_6,av_7,av_8,choice,shop_trip,leis_trip,dist_fac,tt_w,tt_b,tt_c,tc_c,acc_c,acc_time_4,tt_pt,tc_pt,acc_pt,trns_pt,freq_pt,distance_3,tt_ivt_3,tc_c_3,tt_ivt_1,tt_ivt_2,tt_ivt_4,tc_pt_4,wait_4,trns_4,freq_sof,Q1.1,Q1.2,Q1.3,Q1.4,Q1.6,Q1.16.1,Q1.10,Q2.2,hh_income_cat,hh_income,Q2.5_1,Q2.5_2,Q2.5_4,Q2.5_5,Q2.6_1,Q2.6_2,Q2.7,p_income,Q3.7,Q3.8,Q3.9
R303479,27,0,0,1,1,0,0,0,0,3,0,0,36.74325,,,34,1.8,6,16.15,40,13.1,15,0,7,35.012,27.21666667,0,357.85,137.7666667,40,15.7,4.133333333,1,12,36,2,11,4,1,2,1,2,9,18000,2,1,0,1,2,1,2,22500,2,1,1
T1333212,27,0,1,1,1,0,0,0,0,2,0,0,9.8105,,34,13,1.4,3,14.66666667,8,2.2,13,1,10,9.319,11.2,1.9,114.9,32.51666667,7,2.2,0.583333333,0,8,56,2,5,5,1,3,1,2,5,9000,0,0,0,3,1,1,3,9500,1,2,2
U194686,27,0,1,1,1,0,0,0,0,3,1,0,9.5105,,30,12,3.6,3,10.55,13,4.4,10,1,20,9.135,14.68333333,2.4,109.3666667,30.45,11,4.8,0.016666667,0,30,24,3,5,4,1,3,2,1,4,7000,3,0,0,1,2,1,3,2000,2,2,1
B1603442,26,1,1,0,1,0,0,0,0,4,1,0,3.662,43,12,,,,12.66666667,6,0.8,9,1,15,3.752,7.133333333,1,42.53333333,11.83333333,6,0.4,0.016666667,0,10,22,3,6,4,2,1,2,4,5,9000,1,0,0,5,2,2,2,750,1,1,1
D059836,27,0,0,0,0,0,1,1,1,7,0,1,8.2375,,,,,,5.766666667,,,,,,8.384,10.71666667,3.9,105.15,39.86666667,13,3.6,0,0,30,53,3,11,5,1,4,2,1,9,18000,2,0,1,4,2,1,2,13000,2,1,1
T285172,27,0,0,1,1,0,0,0,0,4,0,1,109.17425,,,97,24.9,9,23.05,66,11.7,24,2,30,109.717,77.51666667,21.9,1249.033333,355.3833333,83,13.6,12.31666667,3,30,19,2,5,4,2,1,1,1,8,15000,2,2,0,2,2,1,2,4000,1,1,2
F471275,27,0,0,0,0,0,0,1,1,7,0,0,33.54525,,,,,,16.46666667,,,,,,33.675,34.31666667,6.7,367.4833333,107.9,40,8.6,9.533333333,1,15,45,3,3,5,1,3,2,1,9,18000,2,0,0,2,2,1,2,9500,2,1,1
Z448070,27,0,0,0,0,0,0,1,1,7,0,0,38.936,,,,,,22.18333333,,,,,,36.518,29.86666667,8.8,424.7333333,130.8166667,57,9.7,15.51666667,2,30,30,2,11,4,1,3,1,1,4,7000,1,0,0,3,2,1,3,7000,1,2,2
W056991,27,0,0,1,1,0,0,0,0,3,0,0,95.794,,,101,1.8,6,10.7,95,40.2,10,2,20,97.68,77.75,0,1067.75,307.75,95,48.2,19.61666667,3,30,33,2,10,5,1,2,2,2,6,11000,1,0,0,3,2,1,3,7000,1,1,1
F1528930,27,0,0,1,1,0,0,0,0,3,0,1,43.29175,,,37,17.5,3,13.71666667,45,14,12,3,40,48.728,45.23333333,11.7,462.7833333,178.2333333,56,20.6,24,3,30,46,3,5,2,1,3,1,1,3,5000,1,0,0,4,2,1,3,4000,1,2,1
J097773,27,0,0,0,0,0,0,1,1,7,0,0,33.90475,,,,,,8.2,,,,,,32.938,41.4,6.6,356.6833333,99.48333333,58,14,12.08333333,3,20,25,3,6,4,1,3,2,1,6,11000,2,0,0,2,2,1,3,4000,1,2,2
K705244,27,0,0,1,1,0,0,0,0,3,0,0,19.8295,,,19,3.9,6,19.9,32,5,22,0,30,19.672,24.88333333,3.9,227.9833333,52.01666667,32,5,0,0,60,24,3,5,4,1,3,1,1,5,9000,2,1,0,0,2,1,2,4000,1,2,2
L597513,27,0,0,1,1,0,0,0,0,3,0,0,43.71425,,,57,27.5,6,4.6,56,22.6,3,2,30,46.852,52.9,22,497.0666667,150,47,22.6,2.966666667,1,60,34,2,3,5,1,3,2,1,8,15000,5,0,0,0,2,1,3,9500,1,1,1
V080773,27,0,0,1,1,0,0,0,0,4,0,1,18.731,,,22,4.7,7,8.383333333,18,5.2,7,0,15,19.588,21.8,4.7,224.8833333,75.7,23,5.2,0,0,20,27,3,11,4,1,4,2,3,8,15000,1,1,0,2,2,1,3,7000,1,1,1
H337120,27,0,0,0,0,1,1,1,1,7,0,1,4.1605,,,,,,8.85,,,,,,6.251,15.71666667,1.6,34,12.4,14,2.8,0.016666667,0,5,63,3,11,7,1,3,1,4,6,11000,1,1,0,2,1,1,2,9500,3,1,1
L212761,27,1,1,1,1,0,0,0,0,3,1,0,3.09075,38,8,4,1.8,9,10.93333333,6,1.9,12,0,15,3.009,5.066666667,0.6,36.03333333,8.666666667,5,3.1,0.016666667,0,15,20,2,5,4,1,3,2,1,5,9000,3,0,0,3,2,1,3,750,1,2,1
G1547908,27,1,1,1,1,0,0,0,0,3,0,1,4.14325,47,28,11,2.1,6,9.316666667,6,5.7,7,0,10,5.633,10.73333333,1.5,49.21666667,27.61666667,8,6.8,0.016666667,0,20,45,3,7,2,1,3,1,2,3,5000,1,0,0,1,2,1,3,7000,1,2,2
H063033,26,1,1,0,1,0,0,0,0,2,0,1,1.4025,15,7,,,,7.25,4,1.2,7,0,10,1.691,4.816666667,0.4,14.73333333,6.533333333,2,0.2,0,0,5,45,3,3,4,1,4,2,3,3,5000,0,0,0,2,1,1,3,4000,1,2,2
O1967971,26,0,0,0,0,1,0,0,1,8,1,0,2.00075,,,,,,12.31666667,,,,,,1.85,4.3,0.5,20.43333333,5.933333333,3.4,0.3,0.133333333,0,3,23,3,5,4,2,1,2,2,3,5000,0,0,0,0,1,1,3,750,1,2,2
C012984,27,0,1,0,1,0,0,0,0,4,0,0,12.32825,,41,,,,22.11666667,10,2.7,27,1,10,17.093,20.01666667,8,125.85,38.88333333,13,3.6,0.033333333,0,5,50,3,5,5,1,4,2,4,9,18000,1,1,0,5,2,1,2,7000,1,1,2
R297124,27,1,1,0,1,0,0,0,0,2,0,0,1.9735,19,6,,,,9.233333333,4,2.5,7,0,10,2.467,7,0.6,18.4,5.35,5,2,0.016666667,0,3,39,2,2,4,1,3,2,2,4,7000,1,0,0,2,2,1,3,7000,2,1,2
Q631794,27,0,0,1,1,0,0,0,0,3,0,1,14.9045,,,23,2.7,3,5.933333333,23,6,6,1,30,14.902,18.48333333,3.6,183.5833333,61.86666667,19,4.8,3.75,1,30,34,2,11,4,1,3,2,3,9,18000,1,0,0,5,2,1,3,9500,3,1,1
S303941,27,0,1,1,1,0,0,0,0,3,0,0,10.76775,,31,25,3.4,6,10.75,17,4.6,8,1,7,9.825,20.5,4.6,100.8333333,29.58333333,21.61666667,4.6,11.03333333,2,10,60,2,6,3,1,2,2,4,4,7000,1,0,0,4,2,1,3,2000,1,2,1
Q378713,27,1,1,1,1,0,0,0,0,3,1,0,4.35425,49,12,7,2.1,3,4.033333333,7,5.2,4,0,40,4.324,6.95,1.5,51.93333333,13.15,9,5,0.133333333,0,30,24,2,5,4,1,3,1,1,3,5000,5,0,0,1,2,1,3,2000,1,2,2
J064710,27,1,1,0,1,0,0,0,0,1,0,0,2.00225,21,8,,,,6.033333333,7,2,4,0,10,1.957,7.016666667,0.5,20.33333333,7.35,7,2,0.033333333,0,3,49,2,11,3,1,3,2,2,3,5000,0,0,0,1,1,1,2,7000,3,1,1
T628973,27,0,0,0,0,1,1,0,1,5,0,1,2.626,,,,,,5.383333333,,,,,,3.316,9.033333333,0.9,20.55,8.166666667,8,0.3,0.016666667,0,3,21,2,6,4,2,1,2,2,5,9000,1,1,0,5,1,2,2,750,1,2,2
F562556,27,0,1,1,1,0,0,0,0,3,1,0,17.094,,46,21,7.7,9,8.216666667,29,7.2,9,0,20,16.447,12.81666667,7.7,162.8333333,46.16666667,27,9.6,13.5,1,30,30,3,5,4,1,1,2,1,5,9000,2,0,0,2,2,2,3,4000,1,2,2
T1563128,27,0,0,0,0,0,0,1,1,7,0,0,23.341,,,,,,10.45,,,,,,20.663,17.3,7.2,294.6166667,86.21666667,36,6.6,14.53333333,1,12,25,2,5,4,1,2,2,1,8,15000,4,0,0,3,2,2,2,7000,1,2,2
S647636,27,0,0,0,0,1,1,1,1,7,1,0,0.77775,,,,,,5.683333333,,,,,,0.83,2.216666667,0,11.51666667,2.933333333,1,2,1.216666667,0,12,58,2,11,3,1,2,1,1,9,18000,1,0,0,2,2,1,2,17500,3,1,1
I702003,27,0,0,1,1,0,0,0,0,3,0,0,34.3585,,,35,8.4,6,9.8,41,4.7,9,3,20,34.838,26.76666667,8.4,372.8,99.18333333,41,6.2,17.81666667,2,30,31,3,3,5,1,3,2,1,5,9000,2,0,0,5,2,2,3,4000,1,2,2
G394866,27,0,0,0,0,1,1,0,1,8,1,0,1.5925,,,,,,8.583333333,,,,,,1.655,5.683333333,0.8,17.18333333,5.783333333,4,4.6,0.866666667,0,3,42,3,1,4,1,3,2,3,3,5000,0,1,0,2,1,1,3,4000,1,1,1
E452422,27,0,1,1,1,0,0,0,0,3,1,0,14.13175,,43,28,6,6,19.26666667,30,6.9,14,0,30,16.518,22.05,4,143.9333333,42.65,30,7.6,4.016666667,1,60,30,3,11,5,1,3,2,1,4,7000,2,0,0,2,2,1,2,2000,1,2,2
M258719,27,0,1,1,1,0,0,0,0,3,1,0,19.17025,,44,18,3.9,9,28.5,30,7.7,20,2,20,16.361,18.6,4.3,174.55,44.31666667,41,6.8,6.483333333,1,30,46,3,5,5,1,3,1,1,7,13000,3,1,0,1,2,1,2,2000,1,2,1
Q271655,27,0,1,0,1,0,0,0,0,2,0,0,7.581,,26,,,,6.983333333,24,1.5,8,0,10,8.727,15.66666667,2.4,79.23333333,25.95,24,2,0.016666667,0,12,34,3,5,4,2,1,2,2,4,7000,0,1,0,3,1,1,3,4000,1,2,2
G212517,27,0,0,1,1,0,0,0,0,3,0,0,39.2475,,,45,9.9,9,3.85,54,16.2,4,3,15,37.995,30.01666667,9.9,390.5666667,118.0166667,74,13,16.13333333,2,12,52,2,1,5,1,3,1,1,6,11000,2,0,0,4,2,1,3,9500,1,1,1
Q003541,27,0,0,1,1,0,0,0,0,3,0,0,36.2895,,,33,14.7,6,21.8,38,20.9,24,2,7,37.582,40.88333333,9.8,403.4666667,105.7166667,47,18.4,6.5,1,10,33,3,3,4,1,3,2,1,3,5000,1,0,0,1,2,1,3,7000,1,2,2
S489631,27,1,1,1,1,0,0,0,0,3,1,0,5.443,56,16,7,3.3,9,32.88333333,5,3.3,16,1,20,7.001,9.733333333,3.3,56.28333333,15.7,3,4.4,0.033333333,0,30,30,2,10,4,1,3,2,1,7,13000,2,0,0,2,2,1,3,7000,2,1,1
U311000,27,0,1,1,1,0,0,0,0,3,1,0,10.93425,,39,16,3,3,10.05,21,2.5,7,0,10,11.351,15.5,2.5,127.0333333,37.55,29,3.7,7.2,1,6,28,2,11,4,1,3,1,2,2,3000,1,1,0,1,1,1,3,2000,1,2,2
H111270,27,0,1,1,1,0,0,0,0,3,0,1,8.456,,32,12,2.4,3,5,13,5.5,5,2,20,7.258,9.483333333,1.7,92.43333333,31.91666667,18,6.6,5.066666667,1,20,25,2,5,4,1,3,2,1,8,15000,2,0,0,1,2,1,3,7000,1,2,2
I1452672,25,0,1,1,1,0,0,0,0,2,0,1,13.58725,,35,22,4.9,9,4.733333333,20,7,4,0,20,13.75,17.55,6.5,170.4833333,35.11666667,25,5.6,0,0,20,50,2,11,5,1,1,2,1,7,13000,1,0,0,2,2,1,2,17500,2,1,2
W346436,27,1,1,1,1,0,0,0,0,3,0,0,6.723,55,15,10,3.4,3,4.2,32,2.3,3,0,20,4.958,7.383333333,2.3,57.95,15,32,3.4,1,1,20,51,2,6,5,1,1,2,1,9,18000,2,0,0,2,2,1,2,9500,2,2,1
C1867814,27,0,0,1,1,0,0,0,0,3,0,0,50.836,,,65,1.4,9,11.53333333,48,18.8,10,4,15,54.648,46.65,0,566.2666667,175.7,66.08333333,18,30.15,4,10,30,2,7,5,1,2,2,4,5,9000,1,0,0,2,2,1,3,7000,1,1,1
M551160,27,0,0,0,0,0,1,0,1,8,0,0,5.1545,,,,,,5.333333333,,,,,,5.297,11.13333333,1.1,63.75,18.96666667,14,2.9,0,0,9,43,3,3,5,1,3,2,1,7,13000,2,0,1,2,2,1,2,4000,1,1,1
P398272,26,1,1,1,1,0,0,0,0,2,0,1,3.9545,38,11,5,1,3,10.65,7,0.8,8,2,10,4.319,6.316666667,1,39.8,10.48333333,6,0.5,5.016666667,1,15,20,3,6,4,1,3,2,1,9,18000,2,2,0,3,2,1,2,750,1,1,1
H513402,27,1,1,1,1,0,0,0,0,2,0,1,4.2665,52,14,7,1.8,6,18.43333333,6,2.6,13,0,10,4.255,5.916666667,1,49.5,14.7,5,3.1,0.1,0,15,48,3,3,5,1,3,1,1,6,11000,1,0,0,5,2,1,2,2000,1,2,1
H1795291,27,0,1,1,1,0,0,0,0,2,0,1,6.8875,,25,13,1,6,13.05,9,3,9,0,10,6.966,10.31666667,0,84.56666667,24.16666667,11,3.6,0.016666667,0,15,55,2,5,5,1,2,2,1,6,11000,2,0,0,5,2,1,3,7000,1,2,2
I1527874,26,0,0,0,0,0,1,1,1,7,0,1,11.48,,,,,,15.18333333,,,,,,10.915,16.9,2.6,128.65,36.55,21,1.7,5.95,2,30,45,2,3,5,1,3,2,4,5,9000,1,0,0,4,2,1,2,9500,1,1,1
S1742796,27,0,0,1,1,0,0,0,0,3,0,0,35.00125,,,39,7.3,9,25.03333333,46,12.3,16,1,15,32.289,26.51666667,9.7,408.75,114.6666667,42,12.3,23.45,1,15,55,2,11,5,1,1,2,4,9,18000,2,0,0,1,2,1,2,17500,2,1,1
I684641,26,0,1,1,1,0,0,0,0,2,0,1,5.508,,17,12,1.8,6,8.516666667,13,1.2,8,0,15,5.644,12.13333333,1.4,63.88333333,17.73333333,16,0.7,0,0,10,26,2,6,4,1,3,2,3,6,11000,0,0,0,2,1,1,3,9500,2,1,1
H1865123,27,0,1,1,1,0,0,0,0,3,0,0,11.36725,,35,22,3,6,15.83333333,22,4.2,12,0,7,12.293,19.38333333,3,120.3,35.4,15.6,3.4,3.983333333,1,6,30,2,5,4,1,3,2,4,8,15000,2,0,0,4,2,1,2,7000,1,2,2
W561408,27,1,1,1,1,0,0,0,0,1,0,1,2.4575,25,10,8,1.8,9,6.7,11,2.7,7,0,7,2.052,5.116666667,0.5,26.7,9.3,10,3.2,0.033333333,0,5,55,2,3,5,1,3,1,2,4,7000,1,0,0,3,2,1,2,4000,1,2,2
C1484400,26,0,0,1,1,0,0,0,0,4,0,0,26.8945,,,29,11.1,9,10.23333333,24,6.3,9,1,15,28.242,26.7,13.3,313.7166667,80.2,30,6.5,0.9,0,10,59,2,7,5,1,3,2,1,9,18000,2,0,0,0,2,1,2,22500,2,1,1
Q168585,27,0,0,0,0,0,1,1,1,7,0,1,9.335,,,,,,8.4,,,,,,9.761,13.76666667,2,110.9833333,28.4,18.93333333,2.9,3.083333333,1,60,63,2,3,4,1,3,1,1,1,1000,2,0,0,1,2,1,3,2000,1,2,2
B315554,27,0,0,1,1,0,0,0,0,3,0,0,25.79675,,,34,11.4,3,16.53333333,34,14.2,12,3,20,21.762,23.06666667,7.6,246.7,75.81666667,37,12.5,9.2,2,20,33,3,3,5,1,3,1,1,5,9000,2,0,0,2,2,1,2,2000,1,2,2
Z1286284,26,1,0,1,1,0,0,0,0,4,0,1,4.2175,39,,9,0.9,9,13.93333333,9,1.2,13,1,7,4.514,11.56666667,1.2,39.41666667,16.38333333,10.7,0.6,0.35,0,8,52,3,6,3,1,1,2,4,9,18000,1,0,0,0,2,1,3,17500,1,1,2
F1476898,27,0,0,0,0,0,1,1,1,8,0,0,10.791,,,,,,4.033333333,,,,,,13.7,26.18333333,3.4,108.25,38.63333333,41.3,2.3,0.016666667,0,8,58,2,4,3,1,1,1,4,8,15000,1,1,0,1,2,1,3,17500,1,1,1
H1524488,27,0,0,0,0,1,1,1,1,6,1,0,1.84225,,,,,,16.3,,,,,,2.461,4.9,0.6,19.48333333,4.866666667,1,2,0.016666667,0,10,38,2,11,6,1,3,1,4,2,3000,1,1,1,0,2,1,2,7000,1,2,2
E458906,27,1,1,1,1,0,0,0,0,3,1,0,1.16975,13,5,3,0.9,3,4.883333333,5,2.3,4,0,10,1.074,3.116666667,0.3,13.21666667,5.4,4,2,0.2,0,12,38,2,4,5,1,3,1,1,3,5000,1,0,0,4,2,1,3,7000,1,1,1
Z1168931,27,0,1,1,1,0,0,0,0,3,0,0,8.283,,31,15,1.7,6,6.933333333,19,6.2,6,1,20,7.961,9.666666667,1.6,99.61666667,32.53333333,17.5,7.4,15.75,1,20,60,2,7,5,1,3,2,1,6,11000,3,0,0,3,2,1,2,7000,2,2,2
H600595,27,0,0,0,0,1,1,1,1,6,1,0,0.95425,,,,,,3.166666667,,,,,,0.849,2.333333333,0.2,10.23333333,4.233333333,3.5,2,0.283333333,0,6,48,3,11,4,1,3,1,3,8,15000,1,1,0,5,2,1,2,13000,2,1,1
G1681685,27,0,0,0,0,0,1,1,1,7,0,1,18.51875,,,,,,13.93333333,,,,,,18.853,23.81666667,4.9,187.2166667,49.9,32.7,6.5,4.95,1,12,57,3,5,5,1,1,2,1,8,15000,3,0,1,2,2,1,2,2000,1,2,2
Q640678,26,1,1,0,1,0,0,0,0,2,0,1,5.302,49,16,,,,8.183333333,11,3.5,9,0,7,7.231,17.66666667,2,49.36666667,15.03333333,14,2.8,1.316666667,0,5,43,3,11,5,1,3,2,4,5,9000,0,0,0,4,1,1,3,4000,2,1,1
Q1491006,27,0,1,1,1,0,0,0,0,4,0,0,19.053,,52,26,5.6,9,8.316666667,36,2.9,9,1,30,17.796,16.41666667,6.2,164.9833333,51.61666667,33,3.4,20.71666667,2,60,31,3,5,5,1,3,2,1,6,11000,2,0,0,4,2,1,2,2000,1,2,2
L657107,27,1,1,0,1,0,0,0,0,2,1,0,1.112,13,5,,,,8.25,2,0.8,9,0,7,1.038,3.933333333,0.2,13.41666667,4.416666667,1.8,0.2,0.033333333,0,4,40,3,11,5,1,1,2,2,5,9000,0,0,0,2,1,1,3,7000,1,2,2
C238942,24,1,1,0,1,0,0,0,0,4,0,1,66.1575,36,16,,,,11.95,7,3.2,7,1,15,79.632,54.98333333,15.9,669.3333333,188.1,67,9,12.25,2,20,21,2,6,4,1,3,2,1,1,1000,0,0,0,0,1,1,3,2000,1,2,2
R297233,27,0,1,0,1,0,0,0,0,4,0,0,6.662,,24,,,,6.816666667,20,0.8,5,2,10,7.338,16.06666667,1.9,76.51666667,23.93333333,20.4,0.8,1.683333333,1,5,28,3,11,4,1,3,2,2,2,3000,0,0,0,2,1,1,3,2000,1,2,2
B054526,26,0,0,1,1,0,0,0,0,3,1,0,33.7295,,,41,7.9,3,13.61666667,34,12,10,2,15,36.512,31.93333333,8.8,372.7833333,102.85,43,13.2,11.26666667,2,20,47,3,1,4,1,3,2,2,3,5000,1,0,0,1,2,1,3,4000,1,1,1
B1491065,26,0,1,0,1,0,0,0,0,2,0,1,10.133,,28,,,,6.85,50,1.6,6,2,10,12.241,16.7,2.9,107.3166667,29.13333333,42,1.3,9.116666667,1,12,32,3,11,4,1,3,2,2,6,11000,0,0,0,5,1,1,3,7000,1,2,1
B862275,27,0,0,1,1,0,0,0,0,3,0,0,29.41175,,,32,7.2,6,9.783333333,45,17.5,9,3,20,28.829,30.51666667,6.9,317.8833333,94.01666667,50,21,9.633333333,2,20,36,3,5,4,1,3,2,1,5,9000,2,0,0,2,2,1,3,7000,1,2,1
Q003901,26,0,0,0,0,1,1,0,1,5,1,0,1.02675,,,,,,5.05,,,,,,1.003,3.033333333,0.2,11.66666667,2.733333333,2,2,0,0,9,30,3,11,5,1,3,2,3,6,11000,1,0,0,2,2,1,3,7000,1,2,2
S1082272,26,0,0,1,1,0,0,0,0,3,0,0,27.11075,,,41,10,6,9.533333333,52,9.8,10,4,30,29.045,33.7,6.7,322.3166667,118.4833333,43,14.3,22.6,3,30,36,2,3,5,1,3,1,1,4,7000,2,1,0,5,2,1,3,7000,2,2,1
O303067,26,1,1,1,1,0,0,0,0,4,1,0,4.26825,43,14,5,1.4,9,5.266666667,8,3,5,1,20,3.911,4.566666667,0.4,45.66666667,13.2,9,2.9,2.233333333,1,15,48,2,7,5,1,2,1,1,4,7000,0,0,1,5,2,1,2,7000,2,1,1
E1164371,27,1,1,1,1,0,0,0,0,3,1,0,3.60825,42,10,4,1.4,6,2,3,1.9,2,0,90,3.538,3.333333333,0.9,41.9,10.05,4.3,3.1,0.016666667,0,60,60,3,5,5,1,3,2,1,5,9000,2,0,0,2,1,1,2,9500,2,1,1
S339042,26,1,1,1,1,0,0,0,0,3,1,0,3.74175,38,10,5,1.2,3,7.45,6,1.8,8,1,60,3.952,6.15,1,37.95,10.18333333,8,2,0,0,60,21,3,6,4,1,3,2,4,3,5000,3,2,0,5,1,1,2,750,1,2,2
S212593,26,1,1,0,1,0,0,0,0,1,1,0,0.8,10,5,,,,1.833333333,2,2,3,1,10,0.476,1.183333333,0.1,5.8,1.15,2,2,0,0,4,68,3,11,3,1,3,2,4,4,7000,0,0,0,0,1,1,2,2000,3,1,1
M037596,27,1,1,0,1,0,0,0,0,2,1,0,1.8885,20,7,,,,7.866666667,5,1.2,9,0,3,2.233,6.916666667,0.5,19.8,7.466666667,5,0.2,0.016666667,0,4,48,2,11,4,1,3,2,3,7,13000,1,0,0,5,2,1,3,9500,1,1,1
T616615,26,1,1,0,1,0,0,0,0,1,1,0,1.79025,22,6,,,,7.8,3,2,6,0,10,1.641,3.983333333,0.5,20.85,5.516666667,2,2,0.216666667,0,6,63,3,5,5,1,3,2,4,8,15000,0,0,0,2,1,1,3,7000,1,1,1
J008580,27,0,0,1,1,0,0,0,0,3,0,0,25.406,,,28,10.3,3,15.8,22,15.5,14,3,10,28.751,25.6,6.9,267.0333333,77.95,27,17.1,12.88333333,2,20,18,2,8,4,1,3,1,1,7,13000,4,0,1,5,2,1,2,750,1,2,2
Q667192,26,0,0,0,0,1,0,0,1,5,0,1,1.56925,,,,,,8.25,,,,,,1.888,5.783333333,0.5,17.05,5.666666667,3,0.2,0.016666667,0,3,50,2,11,4,1,3,2,2,9,18000,0,0,0,0,1,1,3,9500,2,1,1
W709762,27,0,0,0,0,1,1,0,1,5,1,0,1.58725,,,,,,7,,,,,,1.55,4.583333333,0.4,16.56666667,4.716666667,3,2.7,0.033333333,0,12,28,3,5,4,1,3,2,4,9,18000,3,1,0,4,2,1,2,7000,1,1,1
X359250,27,0,0,1,1,0,0,0,0,3,0,1,40.57,,,31,12.8,9,14.11666667,50,6.7,13,1,10,47.018,38.43333333,11.3,452.2666667,127.1166667,50,5.8,7.916666667,2,5,31,2,11,4,1,3,2,2,5,9000,1,0,0,1,2,1,3,9500,1,2,1
F292840,27,0,0,0,0,0,0,1,1,7,0,1,128.596,,,,,,11.35,,,,,,130.259,84.71666667,39.1,1375.616667,491.1666667,130,29.2,14.86666667,2,20,77,2,11,5,1,3,1,4,9,18000,2,0,0,3,2,1,2,13000,3,1,1
K119792,27,0,0,1,1,0,0,0,0,4,0,1,95.155,,,60,23.8,6,9.783333333,69,37.8,11,1,20,99.181,72.75,19.8,1075.35,326.9833333,69.1,41.6,13.3,2,30,21,3,5,4,1,3,2,1,1,1000,3,0,0,2,1,1,3,750,1,2,2
Y174550,27,0,0,0,0,1,1,0,1,5,0,1,3.336,,,,,,20.55,,,,,,3.991,10.96666667,0.8,34.93333333,11.06666667,2,2.1,0,0,10,63,3,5,6,1,3,1,4,1,1000,0,0,0,1,1,1,3,750,1,1,1
I021490,27,0,1,1,1,0,0,0,0,2,0,0,22.38325,,63,20,10.9,2,10.23333333,26,3.4,8,1,20,23.137,24.75,10.9,228.4666667,59.76666667,33,4.6,16.18333333,2,15,57,2,1,5,1,4,1,1,6,11000,1,0,2,5,2,1,2,7000,1,2,2
R022771,26,0,0,0,0,1,1,1,1,7,0,1,3.6735,,,,,,2.533333333,,,,,,3.645,5.416666667,1.3,43.31666667,12.55,9,2.7,0.033333333,0,12,42,3,5,5,1,3,2,1,5,9000,2,0,0,3,2,1,2,2000,1,2,2
Q661701,27,0,1,1,1,0,0,0,0,3,1,0,6.5795,,22,8,1.3,3,13.23333333,7,2.5,14,0,40,6.654,8.433333333,1.5,75.6,20.73333333,6,3.7,0.016666667,0,30,54,2,5,5,1,3,1,1,4,7000,2,2,0,2,2,1,2,7000,1,2,2
Y695922,27,1,1,1,1,0,0,0,0,2,0,0,2.73975,35,11,6,0.9,3,8.95,6,3.2,10,0,7,2.616,4.683333333,0.7,33.73333333,10.2,6,2.8,0,0,12,42,2,3,5,1,3,1,2,5,9000,0,0,1,4,2,1,2,7000,1,1,1
W1052887,27,0,0,1,1,0,0,0,0,3,0,1,24.34225,,,35,10.6,3,10.55,29,21.8,8,3,20,23.804,27.63333333,7.1,291.0666667,91.26666667,29,19.2,16.33333333,2,20,28,2,5,4,1,3,2,2,6,11000,4,0,0,2,2,1,3,7000,2,2,2
F482295,27,0,0,0,0,1,1,1,1,7,0,1,3.9085,,,,,,3.033333333,,,,,,4.059,5.966666667,1.9,44.76666667,10.93333333,4,2.9,1.716666667,0,20,51,2,1,5,1,3,1,1,6,11000,2,0,2,0,2,1,2,7000,2,2,2
W346436,27,0,0,0,0,1,1,1,1,7,0,0,6.723,,,,,,4.2,,,,,,4.958,7.383333333,2.3,57.95,15,32,3.4,1,1,20,51,2,6,5,1,1,2,1,9,18000,2,0,0,2,2,1,2,9500,2,2,1
A140964,27,0,1,1,1,0,0,0,0,3,0,1,6.18475,,19,9,3.2,6,21.58333333,8,3.3,20,1,15,5.718,8.466666667,2.7,68.45,20.2,7,4.8,2.1,0,15,31,3,5,4,1,3,2,4,5,9000,1,0,0,2,2,1,3,2000,1,2,2
M819515,27,0,0,1,1,0,0,0,0,3,0,1,41.10025,,,42,8.9,9,12.8,48,6,9,0,60,40.944,39.16666667,9.8,514.1833333,172.9833333,60,5.2,9.516666667,1,60,58,3,11,3,1,3,2,4,9,18000,2,0,2,1,2,1,2,9500,2,2,2
V089647,27,0,1,1,1,0,0,0,0,3,0,0,14.0265,,41,14,3.4,2,6.833333333,25,4.8,7,2,15,13.622,16.96666667,3.4,153.1666667,42.71666667,21,4.8,7.216666667,2,15,37,3,5,4,1,4,1,1,4,7000,2,1,0,2,1,2,3,7000,1,1,1
X1858518,27,0,0,0,0,0,1,1,1,7,1,0,7.983,,,,,,7.633333333,,,,,,7.648,12.26666667,2,85.95,23.26666667,15,6,1.016666667,1,15,44,3,5,4,1,3,1,1,5,9000,2,0,0,1,2,1,2,4000,1,2,1
M201664,26,1,1,0,1,0,0,0,0,4,1,0,0.8,10,5,,,,3.616666667,4,0.8,4,0,15,0.655,1.85,0.2,7.65,2.683333333,2.2,0.1,0.016666667,0,20,22,2,5,4,1,3,2,4,4,7000,1,0,0,2,2,2,3,750,1,2,2
T570537,27,0,0,0,0,1,1,1,1,7,0,0,4.77675,,,,,,15.18333333,,,,,,4.578,5.45,1.1,55.66666667,13.61666667,6,3.1,0,0,30,54,3,5,4,1,3,2,1,4,7000,1,0,0,1,2,1,3,7000,1,2,2
T325608,27,0,0,0,0,0,1,1,1,7,0,1,14.5125,,,,,,14.5,,,,,,12.782,16.56666667,2.6,155.3166667,37.66666667,27,5.8,4.433333333,1,30,22,2,5,4,1,3,1,1,6,11000,2,1,0,3,1,1,2,7000,2,2,1
