person_ID,trip_count,av_1,av_2,av_3,av_4,av_5,av_6,av_7,av_8,choice,shop_trip,leis_trip,dist_fac,tt_w,tt_b,tt_c,tc_c,acc_c,acc_time_4,tt_pt,tc_pt,acc_pt,trns_pt,freq_pt,distance_3,tt_ivt_3,tc_c_3,tt_ivt_1,tt_ivt_2,tt_ivt_4,tc_pt_4,wait_4,trns_4,freq_sof,Q1.1,Q1.2,Q1.3,Q1.4,Q1.6,Q1.16.1,Q1.10,Q2.2,hh_income_cat,hh_income,Q2.5_1,Q2.5_2,Q2.5_4,Q2.5_5,Q2.6_1,Q2.6_2,Q2.7,p_income,Q3.7,Q3.8,Q3.9
R1330495,27,0,1,0,1,0,0,0,0,2,0,1,12.529,,41,,,,9.45,19,1.1,10,0,15,12.383,20.66666667,3.2,152.15,39.01666667,16,1.5,4.083333333,1,15,24,3,3,4,1,3,2,1,9,18000,2,2,1,5,2,1,2,4000,1,2,2
M401213,27,1,1,1,1,0,0,0,0,2,0,0,1.90175,20,6,3,1.5,9,5.85,5,2.3,5,0,15,1.84,4.233333333,0.4,21.48333333,6.333333333,4,2,0.683333333,0,20,46,2,5,5,1,3,1,1,5,9000,1,2,0,3,2,1,2,9500,1,1,1
R1788121,25,0,1,0,1,0,0,0,0,4,0,1,6.86,,20,,,,5.05,16,1.3,4,0,15,6.496,10.05,1.8,64.36666667,20.26666667,20,1.3,0,0,12,48,2,3,5,2,1,2,1,9,18000,0,0,0,3,2,1,2,9500,2,1,1
O714835,26,1,1,0,1,0,0,0,0,2,1,0,5.7975,45,13,,,,3.566666667,6,1,3,1,20,11.654,14.25,3.2,42.65,13.06666667,7,0.5,0,0,15,42,3,3,4,2,1,2,1,2,3000,0,0,0,1,1,1,3,2000,1,1,1
X043639,27,0,0,1,1,0,0,0,0,3,0,1,24.91575,,,38,6.4,6,12.35,48,11.8,11,3,10,19.364,26.38333333,4.6,210.8666667,81.51666667,53,18.8,14.48333333,2,15,25,3,3,5,1,3,1,1,9,18000,2,0,0,2,2,1,3,7000,1,2,1
L641529,27,0,1,1,1,0,0,0,0,3,0,0,15.67625,,58,14,2.8,9,6.55,25,4.6,6,1,15,18.959,17.08333333,3.8,157.7833333,55.53333333,21,3.7,0.366666667,0,20,53,3,3,4,1,3,2,1,3,5000,1,0,0,1,2,1,3,7000,1,2,2
V1496826,27,0,0,0,0,0,0,1,1,7,0,1,19.75775,,,,,,13.25,,,,,,24.163,25.86666667,4.8,202.5166667,62.76666667,24.7,11.2,4.716666667,1,60,47,2,5,5,1,2,1,4,6,11000,2,0,0,5,2,1,2,7000,1,2,1
R385568,27,0,0,1,1,0,0,0,0,4,0,1,149.5165,,,112,24.1,3,6.733333333,130,28.5,7,4,20,120.651,84.93333333,24.1,2535.666667,478.85,143,28.5,20.01666667,3,20,41,2,5,4,1,2,2,1,3,5000,0,0,0,0,2,1,3,4000,1,2,2
L581970,27,1,1,1,1,0,0,0,0,2,0,1,3.74275,39,11,9,1,6,6.533333333,7,3.8,5,0,20,4.267,6.616666667,0.9,39.25,10.33333333,7,4.6,0.016666667,0,20,44,3,7,4,1,3,2,4,4,7000,2,0,0,4,2,1,3,7000,2,2,2
Z109162,26,0,0,1,1,0,0,0,0,3,0,1,67.28625,,,72,19.6,6,15.58333333,96,13.7,11,1,60,72.391,57.38333333,18.8,758.1,203.7833333,80,8.4,12.98333333,2,60,24,3,11,4,1,3,2,1,7,13000,2,1,0,4,2,2,2,2000,1,1,1
W702221,27,0,1,1,1,0,0,0,0,4,0,1,10.86475,,39,12,2,9,7.566666667,20,3.6,7,2,15,10.922,14.46666667,2.2,128.25,37.23333333,17,3.2,2.283333333,1,15,20,3,2,4,1,3,2,1,4,7000,2,2,0,5,2,1,2,4000,1,1,1
C1831769,27,1,1,1,1,0,0,0,0,2,0,1,4.4,50,17,11,1.4,3,26.31666667,12,3.5,20,0,15,4.228,8.883333333,1.2,47.96666667,17.41666667,9.7,3.1,0.116666667,0,20,50,2,10,5,1,3,1,4,6,11000,1,1,0,5,2,1,3,7000,1,2,2
A270948,26,0,0,1,1,0,0,0,0,3,0,0,114.0355,,,78,28.8,6,5.266666667,120,23.2,6,2,20,114.923,76.68333333,23,1206.283333,355.1166667,100,31,13.81666667,3,15,21,3,5,4,1,3,2,1,6,11000,2,0,0,5,2,1,3,2000,1,2,2
I1482861,27,0,0,1,1,0,0,0,0,3,0,0,54.621,,,73,17.1,3,13.26666667,54,29.1,14,2,30,60.8,53.81666667,12.2,597.05,185.5666667,68,34.9,21.36666667,4,30,23,3,1,4,1,3,1,4,5,9000,2,3,2,4,2,1,2,2000,1,2,2
C187686,26,0,0,0,0,1,1,0,1,6,0,1,1.45,,,,,,2.566666667,,,,,,1.408,2.266666667,0.3,16.53333333,3.55,3,0.2,0.016666667,0,30,29,2,11,4,1,3,2,4,7,13000,1,0,0,2,2,1,3,7000,1,1,1
Y495397,27,0,0,1,1,0,0,0,0,3,0,0,41.67525,,,46,13.5,6,36.81666667,56,6.9,24,1,40,45.135,44.55,10.8,441.4833333,122.05,47,9.2,23.8,2,30,23,2,5,4,1,3,2,1,9,18000,5,0,1,3,2,1,3,2000,1,2,2
I660873,26,0,1,0,1,0,0,0,0,4,0,0,6.73675,,29,,,,5.45,16,2,5,3,10,6.721,13.85,1.8,75.76666667,30.95,20,2,4.5,2,8,27,2,11,4,1,3,2,4,4,7000,0,0,0,2,1,1,3,2000,1,1,1
I060140,26,0,1,1,1,0,0,0,0,3,0,1,9.712,,31,14,2.5,7,4.666666667,12,4.4,6,3,7,9.719,13.05,2.5,103.65,29.96666667,14.9,4.4,7.283333333,2,9,56,2,5,5,1,4,1,4,7,13000,5,0,0,4,2,1,2,7000,3,2,2
U215440,27,0,0,0,0,0,1,1,1,7,0,1,11.47775,,,,,,3.483333333,,,,,,12.136,16.43333333,2.9,125.6833333,41.86666667,28,7.2,5,1,12,23,2,5,4,1,3,1,1,7,13000,3,2,0,1,2,1,2,4000,1,2,2
D1488508,26,0,0,0,0,0,1,0,1,8,0,0,8.73325,,,,,,8.483333333,,,,,,9.701,12.85,2.7,98.2,29.68333333,14.8,3.4,5.416666667,1,6,23,2,6,4,2,1,2,4,5,9000,3,0,0,2,2,1,3,750,1,2,2
N1206258,27,0,1,1,1,0,0,0,0,4,0,1,14.37575,,52,14,4.3,3,26.2,10,4,16,1,20,13.741,17.75,3.6,158.4,49.55,13,5.9,6.6,2,20,30,3,11,4,1,3,2,4,6,11000,3,0,0,2,2,1,3,7000,1,2,2
V33782,25,1,1,0,1,0,0,0,0,4,0,1,3.73475,48,11,,,,10.71666667,12,0.8,8,0,10,3.664,9.2,0.7,45.78333333,11.98333333,10,0.5,0.033333333,0,5,67,2,5,4,1,1,2,3,2,3000,0,0,0,0,1,1,3,2000,3,2,1
Z448070,27,0,0,1,1,0,0,0,0,3,0,0,38.936,,,30,6.6,9,22.18333333,41,12.1,20,2,20,36.518,29.86666667,8.8,424.7333333,130.8166667,57,9.7,15.51666667,2,30,30,2,11,4,1,3,1,1,4,7000,1,0,0,3,2,1,3,7000,1,2,2
C558981,26,0,0,0,0,0,1,0,1,6,0,1,7.9715,,,,,,14.3,,,,,,7.876,10.58333333,2,88.15,23.51666667,10.1,1.1,2.816666667,1,12,21,3,6,4,1,3,2,1,8,15000,1,0,0,5,2,1,2,2000,1,2,2
M551160,27,1,1,1,1,0,0,0,0,3,1,0,3.49225,44,14,5,1,9,6.816666667,7,2.7,7,0,7,3.462,6.666666667,0.7,41.75,12.9,9,4.3,0.016666667,0,10,43,3,3,5,1,3,2,1,7,13000,2,0,1,2,2,1,2,4000,1,1,1
A124118,27,0,1,0,1,0,0,0,0,2,0,1,7.978,,25,,,,7.55,29,2.4,8,0,10,7.77,12.73333333,1.9,84.06666667,24.18333333,24,3.2,1.016666667,1,10,29,3,11,4,1,3,2,3,3,5000,1,0,0,3,1,2,3,2000,1,1,1
P151933,27,0,1,1,1,0,0,0,0,3,0,0,6.4285,,25,9,1.5,9,9.033333333,13,3.4,7,1,20,6.541,11.63333333,1.7,70.75,26.53333333,13,3.7,8,1,15,34,2,5,4,1,3,2,1,5,9000,3,1,0,4,2,1,3,7000,1,2,2
G1594242,27,0,0,1,1,0,0,0,0,4,0,1,63.25725,,,50,16.3,3,13.53333333,98,16.1,10,2,15,62.62,57.93333333,16.3,743.4333333,223.2,82,21.5,11.15,2,20,37,2,3,5,1,3,2,1,7,13000,2,0,0,2,2,1,3,9500,2,1,1
H252216,26,0,0,1,1,0,0,0,0,3,0,1,107.40675,,,73,29.1,6,9.85,86,33,11,4,20,116.679,83.06666667,23.3,1168.916667,350.7833333,107,26.4,36.98333333,3,30,55,3,5,3,1,3,2,1,5,9000,2,1,0,1,2,1,3,4000,1,2,2
Z1168931,27,0,1,1,1,0,0,0,0,3,0,0,8.283,,34,10,1.7,9,6.933333333,19,7.7,6,2,15,7.961,9.666666667,1.6,99.61666667,32.53333333,17.5,7.4,15.75,1,20,60,2,7,5,1,3,2,1,6,11000,3,0,0,3,2,1,2,7000,2,2,2
R539799,26,0,0,0,0,0,0,1,1,7,1,0,25.815,,,,,,12.95,,,,,,31.125,26.55,8.1,239.7166667,83.18333333,19,3.3,6.483333333,1,20,24,3,6,4,1,3,2,1,8,15000,2,0,0,2,2,1,2,4000,1,2,2
O436141,27,0,0,1,1,0,0,0,0,3,0,1,49.423,,,46,12.2,6,9.95,62,12.6,9,3,20,62.636,44.43333333,16.3,492.4833333,133.25,52,16.8,25.28333333,3,20,35,2,5,5,1,3,2,1,7,13000,1,0,0,1,2,1,2,9500,1,1,1
Q005016,27,0,0,0,0,0,1,1,1,7,0,0,14.74025,,,,,,13.41666667,,,,,,15.316,16.35,3.7,180.3333333,55.08333333,26.6,4.8,12.3,1,15,46,2,5,3,1,4,1,1,5,9000,2,0,0,3,2,1,3,7000,1,2,2
V105446,27,0,0,1,1,0,0,0,0,3,0,0,51.5605,,,44,28.6,3,25.33333333,40,17.4,20,2,7,48.67,43.03333333,22.9,607.95,181.6,50,17.4,6.616666667,1,9,33,3,5,5,1,3,2,4,8,15000,2,1,0,2,2,1,2,4000,2,2,2
P316589,27,0,0,0,0,0,0,1,1,7,0,0,20.16375,,,,,,5.616666667,,,,,,20.277,21.05,4.1,229.3666667,66.16666667,27,9.6,10.26666667,2,12,25,3,7,4,1,1,1,1,3,5000,1,0,0,1,2,1,3,7000,1,1,1
F674447,27,0,0,0,0,0,1,1,1,7,0,1,8.4505,,,,,,7.45,,,,,,8.365,9.583333333,2,96.75,22.26666667,12,3.6,0.016666667,0,30,40,3,5,4,1,3,2,1,6,11000,2,0,1,2,1,1,2,7000,1,2,1
E689208,27,0,0,1,1,0,0,0,0,3,0,1,47.83725,,,42,7.1,3,33.68333333,60,10.3,24,2,15,47.247,33.4,10.4,559.5166667,158.7166667,50,7.2,11.21666667,2,15,24,2,7,4,1,2,1,2,4,7000,4,1,0,4,1,1,2,7000,2,2,2
E712636,27,0,1,1,1,0,0,0,0,4,0,0,13.42225,,46,12,4.6,3,29.2,13,8.7,20,1,10,13.082,16.3,2.6,156.5833333,46.38333333,11,10.4,0.633333333,0,20,64,3,6,3,1,3,2,1,4,7000,1,0,0,1,2,1,2,7000,1,2,2
Q970366,27,0,1,1,1,0,0,0,0,3,1,0,5.982,,20,9,2,6,22.11666667,8,2.5,16,1,15,5.645,7.216666667,1.3,70.26666667,20.18333333,8,3.6,0.016666667,0,12,54,2,3,1,1,3,1,1,4,7000,2,1,0,3,2,1,2,7000,1,2,2
O648024,27,0,0,1,1,0,0,0,0,3,0,1,52.728,,,68,24.2,9,9.25,53,10.1,10,2,30,49.299,52.3,23.2,585.0666667,171.6833333,66,10.4,41.36666667,3,30,52,3,5,4,1,3,2,4,4,7000,1,0,0,0,2,2,3,9500,1,1,1
U295529,27,0,0,0,0,0,1,1,1,7,0,1,18.2335,,,,,,13.55,,,,,,17.368,20.3,4.5,200.65,58.66666667,51,4.6,0,0,12,29,3,7,4,1,3,2,1,7,13000,2,1,0,2,2,1,3,7000,1,2,2
Y578890,26,0,0,1,1,0,0,0,0,3,0,0,43.98975,,,51,12.3,3,15.15,61,35.9,17,0,10,39.214,40.08333333,13.7,448.1333333,134.0666667,67,31.6,17.36666667,1,20,56,3,1,3,1,3,2,1,5,9000,2,1,2,0,2,1,2,7000,1,1,1
V255550,27,1,1,0,1,0,0,0,0,4,0,0,5.7155,56,17,,,,7.883333333,17,0.8,9,0,10,6.651,11.88333333,3.1,58.93333333,17.8,21,0.7,0.016666667,0,8,53,3,3,7,1,3,2,4,8,15000,1,0,0,2,2,1,2,2000,1,2,1
X652753,27,0,1,1,1,0,0,0,0,2,0,1,7.57275,,23,13,1.4,9,12.13333333,22,1.8,13,0,10,6.967,8.716666667,0.3,79.8,22.76666667,20,2.9,7.983333333,1,15,24,2,6,4,1,2,2,1,6,11000,3,0,2,4,2,1,2,4000,1,2,1
R1381925,27,1,1,1,1,0,0,0,0,3,1,0,4.842,50,14,8,1.5,3,9.65,6,3.5,9,1,20,4.537,7.466666667,1.1,52.5,14.71666667,7,3.4,5.65,1,20,54,2,4,5,1,1,2,1,5,9000,1,0,0,2,2,1,2,2000,1,2,2
X584717,27,1,1,0,1,0,0,0,0,2,0,0,5.80925,53,14,,,,9,16,1.2,8,1,7,8.646,9.366666667,1.7,55.36666667,15.08333333,16.2,0.6,2.566666667,1,7,20,3,6,4,1,3,2,2,9,18000,3,0,0,5,2,1,2,750,1,2,1
R1525992,27,0,0,0,0,0,1,1,1,7,0,1,6.10375,,,,,,18.65,,,,,,6.115,9.633333333,1.7,72.2,22,13,3.7,13.76666667,1,30,57,2,5,5,1,3,1,1,3,5000,1,1,1,4,2,2,3,4000,1,2,2
M697539,27,0,0,0,0,0,1,1,1,7,0,1,17.19825,,,,,,14.6,,,,,,18.29,19.11666667,4.4,198.9166667,58.98333333,11,3.4,3.75,1,12,53,3,3,5,1,1,2,1,8,15000,3,0,0,1,2,1,2,9500,2,1,1
D1866327,27,0,1,1,1,0,0,0,0,3,0,0,7.13325,,26,21,1.7,3,7.833333333,31,2,7,1,7,7.12,20.06666667,1.7,83.91666667,27.03333333,26,2,2.05,1,7,41,3,11,5,1,1,1,4,7,13000,1,0,0,3,2,1,3,9500,2,1,1
U774521,26,1,1,1,1,0,0,0,0,2,1,0,2.5475,29,9,6,1.8,9,5.916666667,5,3.2,5,1,7,2.659,4.45,0.6,27.7,9.45,6.2,3.1,0,0,12,63,3,5,5,1,1,1,4,5,9000,1,1,0,5,2,1,3,4000,1,2,1
U215440,27,0,1,1,1,0,0,0,0,3,0,1,11.47775,,42,21,3.5,6,3.483333333,31,8.2,3,0,10,12.136,16.43333333,2.9,125.6833333,41.86666667,28,7.2,5,1,12,23,2,5,4,1,3,1,1,7,13000,3,2,0,1,2,1,2,4000,1,2,2
Q1576545,26,0,0,0,0,0,1,1,1,8,0,1,11.36375,,,,,,3.55,,,,,,12.715,18.61666667,2.5,123.2666667,34.23333333,10,3.4,1.2,0,8,25,3,11,4,1,3,1,4,2,3000,0,1,0,1,1,1,3,2000,1,2,2
F292840,27,0,0,1,1,0,0,0,0,3,0,1,128.596,,,107,39.1,9,11.35,95,29.2,8,1,15,130.259,84.71666667,39.1,1375.616667,491.1666667,130,29.2,14.86666667,2,20,77,2,11,5,1,3,1,4,9,18000,2,0,0,3,2,1,2,13000,3,1,1
F521074,25,1,1,1,1,0,0,0,0,3,1,0,4.07475,43,12,12,2.2,3,4.033333333,14,1.8,3,0,10,4.536,11.73333333,1.5,45.16666667,11.96666667,12,2.6,0.016666667,0,4,26,2,3,4,1,3,1,2,8,15000,3,1,0,4,2,2,3,4000,1,1,1
F498560,27,0,0,0,0,1,1,1,1,7,1,0,2.26325,,,,,,6.933333333,,,,,,1.99,4.35,0.7,24.15,7.15,7.2,4.4,0.016666667,0,9,50,3,11,4,1,3,2,2,9,18000,1,0,0,5,2,1,2,9500,1,1,1
B519181,27,0,0,0,0,0,1,1,1,7,0,1,17.4495,,,,,,18.25,,,,,,19.826,16.35,4.8,195.5666667,57.16666667,14,7.8,2.15,0,15,28,2,7,4,1,3,2,1,6,11000,2,1,0,2,2,1,3,7000,1,2,1
A982729,27,0,0,0,0,1,1,0,1,8,0,1,4.48475,,,,,,9.433333333,,,,,,4.669,8.283333333,1.3,52.08333333,12.6,7,2.9,0,0,9,44,3,5,5,1,3,2,1,5,9000,1,0,0,5,2,1,2,750,3,2,2
R686342,26,0,1,1,1,0,0,0,0,4,1,0,16.28475,,44,20,4.1,9,9.716666667,25,3.6,7,0,10,15.478,16.45,5.4,177.6166667,45.95,27,4.8,1.9,1,20,20,3,6,4,1,3,2,4,7,13000,1,0,0,5,2,1,3,750,1,1,1
Z1130137,27,0,1,1,1,0,0,0,0,2,1,0,5.2285,,20,10,1.2,6,6.933333333,6,1.2,6,0,10,5.234,10.88333333,1,61.66666667,21.2,6,0.7,1,0,4,44,2,11,5,1,3,1,2,7,13000,1,0,0,3,2,1,3,7000,1,1,1
S1894890,27,0,0,1,1,0,0,0,0,4,0,0,28.70325,,,40,5.1,9,12.53333333,52,8.4,9,2,30,26.156,33.4,6.8,321.3333333,114.4,43,8.4,9.133333333,2,30,50,3,11,4,1,3,2,4,4,7000,1,0,0,1,2,1,3,7000,2,1,2
K068012,27,1,1,1,1,0,0,0,0,2,0,0,4.857,56,19,11,1.3,7,10.85,8,3.2,11,2,60,4.969,8.683333333,1.3,58.53333333,20.41666667,10,4.3,4,1,60,41,2,7,4,1,4,1,4,4,7000,1,0,0,4,2,1,3,7000,1,1,2
T703220,27,0,0,1,1,0,0,0,0,4,0,0,50.624,,,42,11,9,7.466666667,39,5.7,7,3,90,52.601,39.95,12.1,567.0666667,153.5,49,6.6,9.016666667,2,60,22,2,6,4,1,2,1,1,9,18000,4,2,0,4,2,1,2,9500,1,1,2
X432566,27,0,1,1,1,0,0,0,0,3,1,0,13.771,,40,20,2.8,3,25.35,19,4.4,20,1,10,15.734,18.81666667,3.1,136.6666667,40.31666667,16,4.8,4.183333333,1,12,62,2,2,5,1,1,1,1,5,9000,1,1,0,0,2,1,2,9500,1,1,1
P1528427,26,0,1,1,1,0,0,0,0,3,0,0,8.43875,,23,26,3.2,6,8.116666667,25,6,7,0,10,12.029,19.21666667,4.2,85.16666667,23.85,21,6,0.016666667,0,7,56,3,2,5,1,2,2,4,5,9000,1,0,0,1,2,1,2,4000,1,1,1
E1196131,26,1,1,0,1,0,0,0,0,1,0,1,0.86775,10,5,,,,4.616666667,3,2,3,1,3,1.108,3.15,0.3,7.75,4.6,1,2,0,0,4,42,3,2,5,1,3,2,2,3,5000,2,1,0,3,1,1,2,4000,1,2,2
X833339,27,1,1,1,1,0,0,0,0,3,1,0,4.18375,45,13,6,1.4,3,2.466666667,10,1.1,4,2,15,4.175,5.566666667,1.5,45.11666667,12.75,14.4,0.6,10.4,1,15,49,3,1,5,1,3,1,4,6,11000,2,0,0,5,2,1,2,2000,1,2,2
L859358,27,0,0,1,1,0,0,0,0,3,0,1,40.874,,,43,9.8,9,6.1,65,5.4,6,0,20,43.013,42.48333333,8.6,456.2166667,144.3166667,71,4.7,2.616666667,1,20,49,2,8,5,1,3,2,1,3,5000,2,0,0,5,2,1,2,7000,1,2,2
P666429,27,0,1,1,1,0,0,0,0,3,1,0,5.78,,18,6,2.7,9,31.05,8,5.4,24,0,40,5.558,5.883333333,1.9,63.36666667,16.78333333,9,6.5,0.066666667,0,30,57,3,5,5,1,3,2,4,5,9000,2,0,0,3,2,1,2,7000,1,1,1
G986121,26,1,1,0,1,0,0,0,0,1,1,0,1.176,15,5,,,,10.56666667,4,0.8,12,0,10,1.164,3.4,0.2,14.25,4.583333333,1,0.1,0,0,10,55,2,11,3,1,3,2,2,3,5000,0,0,0,3,1,1,3,7000,2,1,1
Y440377,27,0,0,0,0,0,1,1,1,7,0,0,7.47125,,,,,,0.6,,,,,,7.598,11.33333333,3.6,84.63333333,25.8,17,2.9,0,0,12,50,3,5,3,1,3,1,4,4,7000,1,1,0,3,2,1,3,7000,2,1,1
Q807120,27,0,1,1,1,0,0,0,0,4,0,0,19.31675,,55,17,6.8,3,11.5,23,5.3,13,1,10,23.251,21.31666667,10.9,201.6333333,54.9,19,5.4,18.33333333,1,10,54,2,3,5,1,3,1,4,9,18000,2,0,0,4,2,1,2,30000,2,1,1
N1828250,27,0,1,1,1,0,0,0,0,4,1,0,8.5245,,20,9,2.2,9,14.98333333,15,8,11,1,40,10.326,10.81666667,2.1,81.9,21.16666667,15,9.6,9,1,30,24,3,3,4,1,3,2,1,6,11000,2,0,0,1,2,1,3,4000,1,2,2
N075630,27,0,0,0,0,0,1,0,1,6,0,1,6.8135,,,,,,7.316666667,,,,,,8.788,13.26666667,1.8,67.43333333,19.78333333,18,1,0.016666667,0,6,29,3,11,4,1,4,2,3,8,15000,0,0,0,4,1,1,3,2000,1,1,1
W158348,27,1,1,0,1,0,0,0,0,2,0,1,5.37375,56,13,,,,3.9,13,4.6,4,2,10,5.196,10.01666667,1.4,58.91666667,13.18333333,16,3.7,1.383333333,1,8,33,2,7,5,2,1,2,4,4,7000,1,0,0,1,2,1,3,7000,1,2,2
W494526,27,0,0,1,1,0,0,0,0,3,0,0,21.74375,,,22,1.4,3,17.96666667,28,3.4,13,1,10,20.67,23.5,0,225.15,71.55,20.6,5.4,2.05,1,9,54,2,11,5,1,2,2,2,9,18000,2,0,0,5,2,1,2,30000,2,1,1
B409337,27,0,1,1,1,0,0,0,0,3,1,0,19.7085,,49,21,5.5,3,18.6,35,9.3,17,1,15,18.193,17.36666667,6.1,214.4666667,49.4,32,10.2,2.316666667,1,20,20,2,5,4,1,3,1,1,8,15000,5,0,0,4,2,1,2,2000,1,1,1
P666429,27,0,1,1,1,0,0,0,0,4,1,0,5.78,,17,9,3.3,6,31.05,8,5.4,16,0,20,5.558,5.883333333,1.9,63.36666667,16.78333333,9,6.5,0.066666667,0,30,57,3,5,5,1,3,2,4,5,9000,2,0,0,3,2,1,2,7000,1,1,1
U215440,27,0,0,0,0,1,1,1,1,7,1,0,4.9255,,,,,,6.116666667,,,,,,4.381,6.166666667,1.1,56.13333333,17.81666667,10,5,0,0,60,23,2,5,4,1,3,1,1,7,13000,3,2,0,1,2,1,2,4000,1,2,2
H263123,25,1,1,0,1,0,0,0,0,1,1,0,0.8,10,5,,,,1.683333333,4,3.6,3,1,7,0.83,3.216666667,0.2,7.533333333,2.4,2,2.9,0,0,4,23,3,11,4,1,3,2,3,5,9000,0,0,0,4,1,1,3,4000,1,2,2
N860186,27,0,0,0,0,1,1,1,1,7,1,0,1.92525,,,,,,7.05,,,,,,2.023,5.533333333,0.5,17.8,5.716666667,6.2,2,0,0,6,48,3,1,5,1,3,2,4,9,18000,2,1,0,5,2,1,2,2000,2,2,1
A384370,27,0,0,0,0,0,1,1,1,7,1,0,7.583,,,,,,17.28333333,,,,,,7.015,8.066666667,1.7,84.55,23.25,14,5,0,0,30,24,2,6,4,1,3,2,1,2,3000,1,0,0,1,2,1,3,7000,2,2,1
N1206258,27,0,1,1,1,0,0,0,0,3,0,1,14.37575,,50,18,3.2,3,26.2,16,5.4,20,2,15,13.741,17.75,3.6,158.4,49.55,13,5.9,6.6,2,20,30,3,11,4,1,3,2,4,6,11000,3,0,0,2,2,1,3,7000,1,2,2
M259012,27,0,1,0,1,0,0,0,0,2,1,0,10.264,,30,,,,8.35,19,1.6,6,0,30,9.437,14.31666667,2.5,111.6166667,31.26666667,19,1.6,3.366666667,1,60,25,3,11,4,1,3,2,1,6,11000,1,0,0,0,2,1,2,2000,1,2,2
P049631,26,0,0,1,1,0,0,0,0,4,0,0,164.68675,,,131,32.8,9,8.733333333,114,25.5,6,1,7,168.09,117.7,43.7,1817.2,547,114,34,1.683333333,0,10,32,2,11,4,1,3,1,2,3,5000,1,0,0,1,2,1,3,7000,2,2,2
Y440377,27,1,1,1,1,0,0,0,0,3,1,0,2.03725,24,7,4,1.4,3,0.616666667,4,2.4,4,1,15,1.962,3.783333333,0.9,24.15,7.133333333,6,2.9,0.016666667,0,15,50,3,5,3,1,3,1,4,4,7000,1,1,0,3,2,1,3,7000,2,1,1
R1330495,27,0,1,0,1,0,0,0,0,4,0,1,12.529,,37,,,,9.45,13,1.5,10,1,15,12.383,20.66666667,3.2,152.15,39.01666667,16,1.5,4.083333333,1,15,24,3,3,4,1,3,2,1,9,18000,2,2,1,5,2,1,2,4000,1,2,2
I713353,26,0,0,0,0,1,0,0,1,8,1,0,3.63,,,,,,5.95,,,,,,3.939,7.783333333,1,41.13333333,14.55,5.8,0.4,0,0,5,26,2,6,4,1,1,2,2,4,7000,0,0,0,0,1,1,3,7000,1,2,2
Y436549,27,0,1,1,1,0,0,0,0,4,0,0,11.87633333,,62,26,3.5,6,1.85,19,3.2,4,0,40,11.699,18.41666667,2.8,19.62222222,58.86666667,26,2.6,0,0,30,25,3,11,4,1,3,2,4,3,5000,1,0,0,1,2,1,3,7000,1,2,2
L471892,27,0,1,1,1,0,0,0,0,3,0,1,16.984,,49,18,3.5,9,6.616666667,23,9.5,5,1,40,16.401,21.95,3.3,187.1333333,51.16666667,23,11.4,8.283333333,1,30,33,3,5,4,1,3,2,1,3,5000,1,0,0,1,2,1,3,4000,1,1,1
A1799843,27,0,0,1,1,0,0,0,0,4,0,0,40.111,,,35,10.4,9,17.5,47,13.8,13,3,10,39.485,33.7,13.8,410.9,128.1,47,18.4,7.066666667,2,20,43,2,10,4,1,3,1,1,9,18000,1,0,0,3,2,1,3,30000,1,1,1
K1014609,26,0,0,0,0,0,1,1,1,7,0,0,7.53175,,,,,,8.233333333,,,,,,7.076,11.35,3.3,61.91666667,17.83333333,24,5.9,6.233333333,1,60,63,2,7,5,1,3,1,1,8,15000,2,0,0,0,2,1,2,13000,2,1,1
Y312178,27,0,0,0,0,0,1,1,1,8,0,0,15.432,,,,,,8.833333333,,,,,,15.266,22.06666667,3.1,174.65,45.4,24,4.4,0.666666667,0,20,26,3,3,4,1,3,1,1,5,9000,1,2,0,4,1,2,2,2000,1,2,1
M523318,27,0,1,1,1,0,0,0,0,4,0,1,9.221,,34,13,2,9,6.233333333,14,2.5,6,2,7,9.29,15.16666667,2.6,109.7333333,34.21666667,18,2,10.2,1,12,62,3,5,3,1,3,2,4,3,5000,0,0,0,1,1,1,3,4000,1,2,2
H337120,27,0,0,0,0,1,1,1,1,7,0,0,2.96425,,,,,,4.083333333,,,,,,2.609,6.4,0.7,30.63333333,10.86666667,14,2.8,0.033333333,0,5,63,3,11,7,1,3,1,4,6,11000,1,1,0,2,1,1,2,9500,3,1,1
R1381925,27,1,1,1,1,0,0,0,0,3,1,0,4.842,55,15,9,1.5,3,9.65,8,3.5,9,1,15,4.537,7.466666667,1.1,52.5,14.71666667,7,3.4,5.65,1,20,54,2,4,5,1,1,2,1,5,9000,1,0,0,2,2,1,2,2000,1,2,2
D272948,27,1,1,0,1,0,0,0,0,1,1,0,1.87825,21,8,,,,5.3,6,2,6,0,7,1.853,5.216666667,0.5,21.81666667,7.833333333,6,2,0,0,7,56,2,11,5,1,3,2,2,9,18000,1,0,0,3,2,1,3,22500,2,2,2
Z501017,26,1,1,0,1,0,0,0,0,2,0,0,2.7795,30,9,,,,8.6,7,2.1,6,1,10,3.09,6.9,1.5,30.08333333,8.433333333,7,2.8,0.033333333,0,7,60,2,7,5,1,3,2,2,7,13000,1,0,0,3,1,1,2,9500,2,2,1
M697539,27,0,1,1,1,0,0,0,0,4,0,1,17.19825,,59,22,5.5,6,14.6,13,2.5,11,2,15,18.29,19.11666667,4.4,198.9166667,58.98333333,11,3.4,3.75,1,12,53,3,3,5,1,1,2,1,8,15000,3,0,0,1,2,1,2,9500,2,1,1
